id,A,B,C,D,E,F,G,H,I,Target
232,-0.647059,0.286432,0.180328,-0.494949,-0.550827,-0.0342771,-0.59778,-0.8,0.11086341120525489,0.0
233,-0.882353,0.0150754,-0.180328,-0.69697,-0.914894,-0.278688,-0.617421,-0.833333,-0.6302910889489459,1.0
234,-0.882353,0.0,0.114754,-0.292929,0.0,-0.0461997,-0.734415,-0.966667,0.40731571876004735,1.0
235,0.411765,0.21608,0.278689,-0.656566,0.0,-0.210134,-0.845431,0.366667,0.7247274174934903,1.0
236,0.0,0.296482,0.311475,0.0,0.0,-0.0700447,-0.466268,-0.733333,0.037581243486732197,1.0
237,0.0588235,0.19598,0.311475,-0.292929,0.0,-0.135618,-0.842015,-0.733333,-0.4157107029295637,0.0
238,-0.0588235,0.949749,0.311475,0.0,0.0,-0.222057,-0.596072,0.533333,-0.09091787046445354,1.0
239,-0.176471,0.507538,0.278689,-0.414141,-0.702128,0.0491804,-0.475662,0.1,-0.052076719474255295,0.0
240,-0.882353,-0.145729,0.0819672,-0.414141,0.0,-0.207153,-0.766866,-0.666667,0.9014286128198323,1.0
241,0.0,0.175879,0.311475,-0.373737,-0.874704,0.347243,-0.990606,-0.9,-0.2138045506664792,1.0
242,0.176471,-0.0753769,0.0163934,0.0,0.0,-0.228018,-0.923997,-0.666667,-0.07493056773370421,1.0
243,0.176471,0.226131,0.114754,0.0,0.0,-0.0700447,-0.846285,-0.333333,-0.2596825994891112,1.0
244,-0.647059,0.58794,0.245902,-0.272727,-0.420804,-0.0581222,-0.33988,-0.766667,-0.9070991745600046,0.0
245,0.0,0.0150754,0.0163934,0.0,0.0,-0.347243,-0.779675,-0.866667,0.8051058133591333,1.0
246,-0.764706,0.979899,0.147541,1.0,0.0,0.0342773,-0.575576,0.366667,0.5673060254822861,0.0
247,0.0,0.628141,0.245902,-0.272727,0.0,0.47839,-0.755764,-0.833333,-0.8395325086767156,0.0
248,-0.529412,0.346734,0.180328,0.0,0.0,-0.290611,-0.83006,0.3,0.42648957444599,0.0
249,-0.882353,0.396985,0.0163934,-0.171717,0.134752,0.213115,-0.608881,0.0,0.046195688340297636,1.0
250,-0.529412,0.979899,0.147541,-0.212121,0.758865,0.0938898,0.922289,-0.666667,0.9460211095048912,1.0
251,-0.647059,0.115578,0.0163934,0.0,0.0,-0.326379,-0.945346,0.0,0.05930115671201297,1.0
252,-0.647059,0.20603,0.147541,-0.393939,-0.680851,0.278689,-0.680615,-0.7,-0.5441296749161166,1.0
253,-0.882353,-0.0251256,0.147541,-0.69697,0.0,-0.457526,-0.941076,0.0,0.23643612663252211,1.0
254,0.0,0.296482,0.803279,-0.0707071,-0.692671,1.0,-0.794193,-0.833333,-0.6512671419900171,0.0
255,-0.411765,-0.21608,-0.213115,0.0,0.0,0.004471,-0.508113,-0.866667,0.7429211803754354,1.0
256,0.529412,0.0452261,0.180328,0.0,0.0,-0.0700447,-0.669513,-0.433333,0.49494187626751307,0.0
257,0.0,0.899497,0.704918,-0.494949,0.0,0.0223547,-0.695132,-0.333333,-0.8317863877700051,0.0
258,0.0,0.145729,0.311475,-0.313131,-0.326241,0.317437,-0.923997,-0.8,-0.26443373456149355,1.0
259,-0.882353,0.00502513,0.0819672,-0.69697,-0.867612,-0.296572,-0.497865,-0.833333,-0.812650464343815,1.0
260,0.0,0.376884,0.114754,-0.717172,-0.650118,-0.260805,-0.944492,0.0,0.08127024322021303,1.0
261,-0.647059,0.939698,0.147541,-0.373737,0.0,0.0402385,-0.860803,-0.866667,-0.3183929194939643,0.0
262,-0.294118,0.0954774,-0.0163934,-0.454545,0.0,-0.254843,-0.890692,-0.8,0.24417340045574698,1.0
263,-0.882353,0.0,0.213115,-0.59596,-0.945626,-0.174367,-0.811272,0.0,-0.317867297899483,1.0
264,0.0,0.809045,0.0819672,-0.212121,0.0,0.251863,0.549957,-0.866667,0.8186408041575641,0.0
265,-0.647059,0.507538,0.245902,0.0,0.0,-0.374069,-0.889838,-0.466667,-0.829305070012464,1.0
266,-0.764706,0.0854271,0.0163934,-0.79798,-0.34279,-0.245902,-0.314261,-0.966667,0.0030325893743992083,1.0
267,0.176471,0.226131,0.278689,-0.373737,0.0,-0.177347,-0.629377,-0.2,-0.869896814029441,1.0
268,-0.529412,0.316583,0.114754,-0.575758,-0.607565,-0.0134128,-0.929974,-0.766667,-0.74168116969701,1.0
269,0.176471,-0.246231,0.344262,0.0,0.0,-0.00745157,-0.842015,-0.433333,0.948789615332333,1.0
270,0.0,-0.135678,0.114754,-0.353535,0.0,0.0670641,-0.863365,-0.866667,-0.4111022158608286,1.0
271,-0.0588235,-0.145729,-0.0983607,-0.59596,0.0,-0.272727,-0.95047,-0.3,0.8008361143266609,1.0
272,-0.882353,0.396985,-0.245902,-0.616162,-0.803783,-0.14456,-0.508113,-0.966667,-0.05305645843886864,1.0
273,-0.0588235,0.0753769,0.311475,0.0,0.0,-0.266766,-0.335611,-0.566667,-0.48419434591012034,1.0
274,-0.529412,0.175879,0.0163934,-0.757576,0.0,-0.114754,-0.742101,-0.7,0.4124844543129924,0.0
275,-0.647059,-0.175879,0.147541,0.0,0.0,-0.371088,-0.734415,-0.866667,0.5528259214839937,1.0
276,0.0,0.61809,-0.180328,0.0,0.0,-0.347243,-0.849701,0.466667,0.1816665211380215,1.0
277,-0.529412,0.417085,0.213115,0.0,0.0,-0.177347,-0.858241,-0.366667,0.8493872365571256,1.0
278,-0.529412,-0.00502513,0.114754,-0.232323,0.0,-0.0223547,-0.942784,-0.6,0.802316020981978,1.0
279,0.0588235,0.20603,0.180328,-0.555556,-0.867612,-0.38003,-0.440649,-0.1,0.812708770189472,1.0
280,-0.882353,0.115578,0.409836,-0.616162,0.0,-0.102832,-0.944492,-0.933333,-0.14363170336537134,1.0
281,0.0588235,-0.427136,0.311475,-0.252525,0.0,-0.0223547,-0.984629,-0.333333,-0.4303190112450648,1.0
282,-0.882353,0.266332,-0.0819672,-0.414141,-0.640662,-0.14456,-0.382579,0.0,0.01714138232940554,1.0
283,-0.294118,0.668342,0.213115,0.0,0.0,-0.207153,-0.807003,0.5,0.9008229681531175,1.0
284,0.0588235,0.527638,0.278689,-0.313131,-0.595745,0.0193741,-0.304014,-0.6,-0.7678547189861675,0.0
285,0.0,0.19598,0.0,0.0,0.0,-0.0342771,-0.9462,-0.9,0.5988207978180853,0.0
286,-0.764706,0.125628,0.114754,-0.555556,-0.777778,0.0163934,-0.797609,-0.833333,-0.12205715858872779,1.0
287,0.176471,-0.316583,0.737705,-0.535354,-0.884161,0.0581222,-0.823228,-0.133333,-0.525546416528011,1.0
288,0.0,-0.427136,-0.0163934,0.0,0.0,-0.353204,-0.438941,0.533333,0.7294447525101064,1.0
289,0.0,0.0150754,0.0491803,-0.656566,0.0,-0.374069,-0.851409,0.0,-0.08349421901696674,1.0
290,-0.764706,0.296482,0.377049,0.0,0.0,-0.165425,-0.824082,-0.8,0.9272399541785057,1.0
291,-0.529412,0.326633,0.409836,-0.373737,0.0,-0.165425,-0.708796,0.4,-0.9136801760988478,1.0
292,0.0,0.356784,0.540984,-0.0707071,-0.65721,0.210134,-0.824082,-0.833333,-0.8175877939026193,1.0
293,-0.529412,-0.00502513,0.245902,-0.69697,-0.879433,-0.308495,-0.876174,0.0,-0.6268598822279283,1.0
294,-0.294118,0.246231,0.180328,0.0,0.0,-0.177347,-0.752348,-0.733333,0.28657643688470635,0.0
295,-0.411765,0.0954774,0.0163934,-0.171717,-0.695035,0.0670641,-0.627669,-0.866667,0.4243584426950717,0.0
296,0.0588235,0.658291,0.442623,0.0,0.0,-0.0938897,-0.808711,-0.0666667,0.006272517160175406,0.0
297,-0.647059,-0.18593,0.409836,-0.676768,-0.843972,-0.180328,-0.805295,-0.966667,0.09123357863186987,1.0
298,-0.647059,-0.00502513,0.311475,-0.777778,-0.8487,-0.424739,-0.824082,-0.7,-0.8430872373154681,1.0
299,-0.294118,0.19598,-0.180328,-0.555556,-0.583924,-0.19225,0.058924,-0.6,0.8809171687058286,0.0
300,-0.764706,0.226131,0.245902,-0.454545,-0.527187,0.0700448,-0.654142,-0.833333,-0.14912712276716644,1.0
301,0.0,0.467337,0.344262,0.0,0.0,0.207154,0.454313,-0.233333,-0.823014995896161,1.0
302,-0.882353,-0.19598,-0.0983607,0.0,0.0,-0.4307,-0.846285,0.0,0.7744254851526531,1.0
303,-0.764706,0.296482,0.0,0.0,0.0,0.147541,-0.807003,-0.333333,-0.7703263505215929,1.0
304,-0.0588235,0.0954774,0.245902,-0.212121,-0.730496,-0.168405,-0.520068,-0.666667,0.6344444004024317,0.0
305,-0.882353,0.738693,0.213115,0.0,0.0,0.0968703,-0.99146,-0.433333,-0.7223456547011797,0.0
306,-0.764706,-0.0954774,0.311475,-0.717172,-0.869976,-0.272727,-0.853971,-0.9,0.7060189109347201,1.0
307,-0.882353,0.437186,0.213115,-0.555556,-0.855792,-0.219076,-0.847993,0.0,-0.9783246970394033,1.0
308,-0.529412,0.457286,0.344262,-0.636364,0.0,-0.0312965,-0.865927,0.633333,-0.2738354072027298,0.0
309,0.294118,0.386935,0.245902,0.0,0.0,-0.0104321,-0.707942,-0.533333,0.9312640661491187,1.0
310,-0.529412,0.487437,-0.0163934,-0.454545,-0.248227,-0.0789866,-0.938514,-0.733333,0.7942205199051542,0.0
311,-0.529412,0.256281,0.147541,-0.636364,-0.711584,-0.138599,-0.089667,-0.2,-0.9091072393170843,0.0
312,-0.411765,0.396985,0.0491803,-0.292929,-0.669031,-0.147541,-0.715628,-0.833333,0.9737738732010346,1.0
313,-0.882353,-0.105528,-0.606557,-0.616162,-0.940898,-0.171386,-0.58924,0.0,-0.6961946129754113,1.0
314,-0.882353,0.306533,-0.0163934,-0.535354,-0.598109,-0.147541,-0.475662,0.0,0.3963234280394903,1.0
315,-0.411765,0.105528,0.114754,0.0,0.0,-0.225037,-0.81725,-0.7,0.7805275677818326,1.0
316,-0.411765,0.477387,0.229508,0.0,0.0,-0.108793,-0.695986,-0.766667,0.5230212634349445,1.0
317,0.0,0.326633,0.278689,0.0,0.0,-0.0342771,-0.730999,0.0,0.4965193807673167,1.0
318,-0.411765,-0.226131,0.344262,-0.171717,-0.900709,0.0670641,-0.93339,-0.533333,-0.5683579450063136,1.0
319,-0.882353,0.155779,0.147541,-0.393939,-0.77305,0.0312965,-0.614859,-0.633333,-0.13610996271576847,0.0
320,0.529412,0.266332,0.47541,0.0,0.0,0.293592,-0.568745,-0.3,0.5444895385933148,0.0
321,-0.411765,0.376884,0.770492,0.0,0.0,0.454545,-0.872758,-0.466667,-0.3382039502947016,0.0
322,-0.647059,0.286432,0.278689,0.0,0.0,-0.371088,-0.837746,0.133333,-0.27274079524141204,1.0
323,-0.529412,0.467337,0.508197,0.0,0.0,-0.0700447,-0.606319,0.333333,0.6162407591288339,0.0
324,-0.529412,-0.145729,-0.0491803,-0.555556,-0.884161,-0.171386,-0.805295,-0.766667,0.9859295922386007,1.0
325,-0.882353,-0.286432,0.278689,0.010101,-0.893617,-0.0104321,-0.706234,0.0,-0.4128163114710133,1.0
326,0.0,0.809045,0.47541,-0.474747,-0.787234,0.0879285,-0.798463,-0.533333,0.9724214889592058,0.0
327,-0.882353,-0.0351759,0.0491803,-0.454545,-0.794326,-0.0104321,-0.819812,0.0,-0.7970569142679358,1.0
328,-0.882353,0.809045,0.0,0.0,0.0,0.290611,-0.82579,-0.333333,0.22344149246870448,0.0
329,-0.294118,0.447236,0.180328,-0.454545,-0.460993,0.0104323,-0.848847,-0.366667,0.12255439513899247,1.0
330,-0.0588235,0.256281,0.57377,0.0,0.0,0.0,-0.868488,0.1,0.416145155592091,0.0
331,-0.647059,-0.386935,0.344262,-0.434343,0.0,0.0253354,-0.859095,-0.166667,-0.909391980455911,1.0
332,-0.764706,-0.00502513,0.0,0.0,0.0,-0.338301,-0.974381,-0.933333,-0.8848824799667114,1.0
333,0.0,-0.0552764,0.147541,-0.454545,-0.728132,0.296572,-0.770282,0.0,0.8417448010636264,1.0
334,-0.411765,0.226131,0.409836,0.0,0.0,0.0342773,-0.818958,-0.6,-0.05165234182534961,1.0
335,-0.764706,-0.105528,0.47541,-0.393939,0.0,-0.00149028,-0.81725,-0.3,0.16862862384620048,1.0
336,0.0,-0.00502513,0.0,0.0,0.0,-0.254843,-0.850555,-0.966667,0.5389858663838738,1.0
337,0.0,-0.256281,-0.147541,-0.79798,-0.914894,-0.171386,-0.836892,-0.966667,-0.7623641674638562,1.0
338,0.0,0.457286,0.0,0.0,0.0,0.317437,-0.528608,-0.666667,0.10770856880264157,0.0
339,-0.764706,0.00502513,-0.114754,-0.434343,-0.751773,0.126677,-0.641332,-0.9,-0.24748082893816847,1.0
340,-0.294118,0.145729,0.0,0.0,0.0,0.0,-0.905209,-0.833333,-0.9095626597876212,1.0
341,-0.882353,0.20603,0.311475,-0.030303,-0.527187,0.159464,-0.0742955,-0.333333,-0.003115602141885443,1.0
342,-0.411765,0.0552764,0.180328,-0.414141,-0.231678,0.0998511,-0.930828,-0.766667,0.4060379177903557,1.0
343,-0.411765,0.366834,0.344262,0.0,0.0,0.0,-0.520068,0.6,0.9647572338172128,1.0
344,0.176471,0.688442,0.213115,0.0,0.0,0.132638,-0.608027,-0.566667,0.9398197043239886,0.0
345,-0.882353,-0.0251256,0.0819672,-0.69697,-0.669031,-0.308495,-0.650726,-0.966667,0.5703519227860272,1.0
346,-0.882353,0.286432,0.344262,-0.656566,-0.567376,-0.180328,-0.968403,-0.966667,-0.2621727208604552,1.0
347,-0.647059,0.326633,0.311475,0.0,0.0,0.0253354,-0.723313,-0.233333,0.26680170863345154,0.0
348,-0.882353,0.437186,0.377049,-0.535354,-0.267139,0.263785,-0.147737,-0.966667,-0.22159664253167377,1.0
349,-0.176471,0.145729,0.0819672,0.0,0.0,-0.0223547,-0.846285,-0.3,0.6574750183038587,0.0
350,0.0,-0.0251256,0.0491803,-0.272727,-0.763593,0.0968703,-0.554227,-0.866667,-0.7649475064457902,1.0
351,-0.176471,0.336683,0.442623,-0.69697,-0.63357,-0.0342771,-0.842869,-0.466667,0.4039337545154067,1.0
352,-0.764706,0.557789,-0.147541,-0.454545,0.276596,0.153502,-0.861657,-0.866667,0.3582046382889792,0.0
353,0.529412,0.296482,0.0,-0.393939,0.0,0.18927,-0.5807,-0.233333,0.31738726323789,0.0
354,-0.176471,0.788945,0.377049,0.0,0.0,0.18927,-0.783945,-0.333333,-0.9079947159564945,0.0
355,0.411765,0.0653266,0.311475,0.0,0.0,-0.296572,-0.949616,-0.233333,-0.16079987514442018,1.0
356,-0.882353,0.336683,0.672131,-0.434343,-0.669031,-0.0223547,-0.866781,-0.2,0.8829296175530503,0.0
357,-0.764706,-0.18593,-0.0163934,-0.555556,0.0,-0.174367,-0.818958,-0.866667,-0.9898768323075626,1.0
358,-0.529412,-0.0452261,0.0491803,0.0,0.0,-0.0461997,-0.92912,-0.666667,0.8615146512071294,0.0
359,-0.764706,-0.256281,0.0,0.0,0.0,0.0,-0.979505,-0.966667,-0.7682618809497406,1.0
360,-0.647059,-0.00502513,-0.114754,-0.616162,-0.79669,-0.23696,-0.935098,-0.9,0.645074485846338,1.0
361,-0.647059,-0.19598,0.344262,-0.373737,-0.834515,0.0193741,0.0367208,-0.8,-0.8261594238251526,0.0
362,-0.764706,0.557789,0.213115,-0.656566,-0.77305,-0.207153,-0.69684,-0.8,-0.35408705411750807,0.0
363,-0.529412,0.276382,0.442623,-0.777778,-0.63357,0.028316,-0.555935,-0.766667,-0.6259125028849533,1.0
364,-0.411765,0.557789,0.377049,-0.111111,0.288416,0.153502,-0.538002,-0.566667,-0.3240096862969284,1.0
365,0.0,0.18593,0.0491803,-0.535354,-0.789598,0.0,0.411614,0.0,0.9223811276478284,1.0
366,-0.647059,0.21608,-0.147541,0.0,0.0,0.0730254,-0.958155,-0.866667,-0.4298096626123058,0.0
367,0.0588235,0.125628,0.344262,-0.515152,0.0,-0.159463,0.028181,-0.0333333,-0.9213757203178021,0.0
368,-0.529412,0.236181,0.311475,-0.69697,-0.583924,-0.0461997,-0.688301,-0.566667,-0.05557014967610141,1.0
369,-0.647059,0.0653266,0.180328,0.0,0.0,-0.230999,-0.889838,-0.8,-0.2714602779038491,1.0
370,-0.647059,0.0653266,-0.114754,-0.575758,-0.626478,-0.0789866,-0.81725,-0.9,-0.6459790314465064,1.0
371,-0.411765,0.246231,0.213115,0.0,0.0,0.0134128,-0.878736,-0.433333,0.26680751302084693,0.0
372,-0.882353,0.286432,-0.213115,-0.0909091,-0.541371,0.207154,-0.543126,-0.9,-0.4269174957434312,0.0
373,-0.411765,-0.0452261,0.180328,-0.333333,0.0,0.123696,-0.75064,-0.8,0.4580143360819746,1.0
374,0.0,0.246231,0.147541,-0.59596,0.0,-0.183308,-0.849701,-0.5,-0.6534113598583084,0.0
375,-0.411765,0.0452261,0.213115,0.0,0.0,-0.14158,-0.935952,-0.1,-0.9266335942188042,1.0
376,-0.411765,0.175879,0.508197,0.0,0.0,0.0163934,-0.778822,-0.433333,0.02846887682722321,1.0
377,-0.647059,0.155779,0.0819672,-0.212121,-0.669031,0.135618,-0.938514,-0.766667,0.9252968293558501,1.0
378,-0.529412,0.0954774,0.0491803,-0.111111,-0.765957,0.0372578,-0.293766,-0.833333,0.45191135774047875,0.0
379,0.0588235,0.306533,0.147541,0.0,0.0,0.0193741,-0.509821,-0.2,-0.947266051005496,0.0
380,-0.411765,0.447236,0.344262,-0.474747,-0.326241,-0.0461997,-0.680615,0.233333,0.7549440270541059,0.0
381,-0.529412,0.145729,0.0655738,0.0,0.0,-0.347243,-0.697694,-0.466667,-0.44270707152677713,1.0
382,-0.0588235,0.869347,0.47541,-0.292929,-0.468085,0.028316,-0.70538,-0.466667,-0.5053037965136047,0.0
383,-0.764706,-0.0753769,0.0163934,-0.434343,0.0,-0.0581222,-0.955594,-0.9,0.541934359909122,1.0
384,-0.647059,0.396985,-0.114754,0.0,0.0,-0.23696,-0.723313,-0.966667,-0.6457786411859021,0.0
385,-0.882353,-0.20603,-0.0163934,-0.151515,-0.886525,0.296572,-0.487617,-0.933333,-0.9668243421442877,1.0
386,0.529412,-0.236181,-0.0163934,0.0,0.0,-0.0223547,-0.912895,-0.333333,0.22683039187157972,1.0
387,-0.294118,0.0552764,0.147541,-0.353535,-0.839243,-0.0819672,-0.962425,-0.466667,0.9097305613263882,1.0
388,-0.411765,0.236181,0.213115,-0.191919,-0.817967,0.0163934,-0.836892,-0.766667,-0.7604757363614976,1.0
389,-0.294118,-0.125628,0.311475,0.0,0.0,-0.308495,-0.994876,-0.633333,0.873459977473469,1.0
390,0.0,0.236181,0.442623,-0.252525,0.0,0.0491804,-0.898377,-0.733333,0.055402218172599715,1.0
391,-0.0588235,0.20603,0.0,0.0,0.0,-0.105812,-0.910333,-0.433333,0.29842060423212713,0.0
392,-0.882353,0.00502513,0.180328,-0.757576,-0.834515,-0.245902,-0.504697,-0.766667,-0.8303245718296162,1.0
393,0.0,-0.0452261,0.0491803,-0.212121,-0.751773,0.329359,-0.754056,-0.966667,0.04902277914050934,1.0
394,1.0,0.638191,0.180328,-0.171717,-0.730496,0.219076,-0.368915,-0.133333,0.5232392306574352,0.0
395,-0.764706,0.0552764,-0.0491803,-0.191919,-0.777778,0.0402385,-0.874466,-0.866667,-0.6084177304214071,1.0
396,0.411765,-0.0753769,0.0163934,-0.858586,-0.390071,-0.177347,-0.275833,-0.233333,-0.22980454279614948,0.0
397,0.176471,0.0854271,0.0819672,0.0,0.0,-0.0342771,-0.83433,-0.3,-0.4964354083492717,0.0
398,-0.882353,-0.0251256,0.0491803,-0.616162,-0.806147,-0.457526,-0.811272,0.0,0.9745522586298889,1.0
399,-0.647059,0.296482,0.508197,-0.010101,-0.63357,0.0849479,-0.239966,-0.633333,0.9994353465722612,0.0
400,0.0588235,0.567839,0.409836,0.0,0.0,-0.260805,-0.870196,0.0666667,-0.6786372534808887,0.0
401,-0.764706,0.276382,-0.0491803,-0.515152,-0.349882,-0.174367,0.299744,-0.866667,0.9810102840013466,1.0
402,-0.529412,-0.0854271,0.147541,-0.353535,-0.791962,-0.0134128,-0.685739,-0.966667,0.29094459181433563,1.0
403,-0.764706,0.20603,-0.114754,0.0,0.0,-0.201192,-0.678053,-0.8,0.7810545614797899,1.0
404,-0.647059,-0.00502513,0.0163934,-0.616162,-0.825059,-0.350224,-0.828352,-0.833333,-0.13229670152405393,1.0
405,-0.411765,-0.00502513,0.213115,-0.454545,0.0,-0.135618,-0.893254,-0.633333,-0.28649334661282144,1.0
406,0.0588235,0.648241,0.377049,-0.575758,0.0,-0.0819672,-0.35696,-0.633333,0.44490423052301065,0.0
407,-0.529412,0.427136,0.409836,0.0,0.0,0.311475,-0.515798,-0.966667,0.7840931103542266,0.0
408,-0.529412,0.105528,0.0819672,0.0,0.0,-0.0491803,-0.664389,-0.733333,-0.35843987005652833,1.0
409,-0.882353,-0.19598,0.213115,-0.777778,-0.858156,-0.105812,-0.616567,-0.966667,-0.11693899725324597,1.0
410,-0.176471,0.527638,0.442623,-0.111111,0.0,0.490313,-0.778822,-0.5,-0.02109447944487397,0.0
411,-0.647059,-0.0351759,0.278689,-0.212121,0.0,0.111773,-0.863365,-0.366667,-0.8445307260700303,1.0
412,0.0,0.0251256,0.278689,-0.191919,-0.787234,0.028316,-0.863365,-0.9,-0.030954029617957346,1.0
413,0.0,0.0452261,0.245902,0.0,0.0,-0.451565,-0.569599,-0.8,-0.4384552751182884,1.0
414,-0.882353,-0.125628,0.278689,-0.454545,-0.92435,0.0312965,-0.980359,-0.966667,-0.26456839388113296,1.0
415,-0.647059,0.748744,-0.0491803,-0.555556,-0.541371,-0.019374,-0.560205,-0.5,-0.8225949324858888,0.0
416,0.0588235,-0.0854271,0.114754,0.0,0.0,-0.278688,-0.895816,0.233333,-0.6747661213102174,1.0
417,-0.882353,0.819095,0.0491803,-0.393939,-0.574468,0.0163934,-0.786507,-0.433333,0.5792362855891078,0.0
418,0.294118,0.115578,0.377049,-0.191919,0.0,0.394933,-0.276687,-0.2,-0.014763812014260802,0.0
419,-0.647059,0.809045,0.0491803,-0.494949,-0.834515,0.0134128,-0.835184,-0.833333,0.3684660530243138,1.0
